Nom,Cores,Potència,Caché
,,,"Name: ""AMD Ryzen™ 3 3200GE (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3200G with Radeon™ Vega 8 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3100"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold PRO 3150GE"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold PRO 3150G"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold 3150GE (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Gold 3150G (OEM Only)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 2400GE with Radeon™ Vega 11 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 2400G with Radeon™ Vega 11 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 2200GE with Radeon™ Vega 8 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 2200G with Radeon™ Vega 8 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2500X"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2400GE with Radeon™ RX Vega 11 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 2400G with Radeon™ RX Vega 11 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 2300X"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 2200GE with Radeon™ Vega 8 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 2200G with Radeon™ Vega 8 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 PRO 1500"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 1300"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 PRO 1200"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 1500X"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""16 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 5 1400"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 1300X"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 1200"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-4350"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-4320"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-4300"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-4170"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-4130"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""FX-4100"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""7th Gen FX™ 9830P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.7 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen FX™ 9800P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen FX-8800P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""FX-7600P with Radeon™ R7 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.6 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""FX-7500 with Radeon™ R7 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""FX-8800P with Radeon™ R7 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A12-9800E APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A12-9800 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A12-9730P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A12-9700P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A10-9700E APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A10-9700 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7870K with Radeon™ R7 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7870K with Radeon™ R7 Graphics and Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7860K with Radeon™ R7 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7860K with Radeon™ R7 Graphics and Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7850K with Radeon™ R7 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7800 with Radeon™ R7 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7700K with Radeon™ R7 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-6800K with Radeon™ HD 8670D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-6790K with Radeon™ HD 8670D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-6700T with Radeon™ HD 8650D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-6700 with Radeon™ HD 8670D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A10-9630P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A10-9600P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen A10-8700P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7400P with Radeon™ R6 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-7300 with Radeon™ R6 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10 Micro-6700T with Radeon™ R6 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-8700P with Radeon™ R6 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A10-9700E APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10 PRO-7850B with Radeon™ R7 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10 PRO-7800B with Radeon™ R7 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A10-9730B APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10 PRO-7350B with Radeon™ R6 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-6800B with Radeon™ HD 8670D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A10-6790B with Radeon™ HD 8670D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen A8-9600 APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-7670K with Radeon™ R7 Graphics and Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-7650K with Radeon™ R7 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-7650K with Radeon™ R7 Graphics and Near Silent Thermal Solution"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-7600 with Radeon™ R7 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-6600K with Radeon™ HD 8570D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-6500T with Radeon™ HD 8550D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-6500 with Radeon™ HD 8570D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen A8-8600P APU"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-7410 with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 2.5 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-7200P with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-7100 with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-8600P with Radeon™ R6 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-6410 with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 2.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A8-6500B with Radeon™ HD 8570D"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 4.1 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-6310 with Radeon™ R4 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 2.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-5200 with Radeon™ HD 8400"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-5200M with Radeon™ HD 8400"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6-7310 with Radeon™ R4 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 2.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4-7210 with Radeon™ R3 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 2.2 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4 Micro-6400T with Radeon™ R3 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4-6210 with Radeon™ R3 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4-5100 with Radeon™ HD 8330"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A4-5000 with Radeon™ HD 8330"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""Athlon™ 5370 APU with Radeon™ R3 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""Athlon™ 5350 APU with Radeon™ R3 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""Athlon™ 5150 APU with Radeon™ R3 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""Sempron™ 3850 APU with Radeon™ R3 Series"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E2-6110 with Radeon™ R2 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E2-3800 with Radeon™ HD 8280"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""E2-7110 with Radeon™ R2 Graphics"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 1.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 641"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 638"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 631 (65W)"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 980"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""6 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 975"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: ""6 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 965"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 960T"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 850"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Phenom™ II 840"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""X940"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""N970"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""N960"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""B99"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""B97"","
,,,"# of CPU Cores: ""4"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 425e"","
,,,"# of CPU Cores: ""3"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ 460"","
,,,"# of CPU Cores: ""3"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""N870"","
,,,"# of CPU Cores: ""3"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""P860"","
,,,"# of CPU Cores: ""3"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""B77"","
,,,"# of CPU Cores: ""3"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""B75"","
,,,"# of CPU Cores: ""3"","
,,,"Max. Boost Clock: """","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 5125C"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3 GHz"","
,,,"L3 Cache: ""8 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3250U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3250C"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 3200U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.5 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ PRO 3145B"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ PRO 3045B"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ Silver 3050e"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 2.8 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ PRO 300U Mobile Processor with Radeon™ Vega 3 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.3 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Athlon™ PRO 200U Mobile Processor with Radeon™ Vega 3 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""AMD Ryzen™ 3 2200U"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: ""4 MB"""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A6-9500E APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A6-9500 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A6-8570E APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A6-8570 APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.8 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""6th Gen AMD PRO A6-8550B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 4 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""A6 PRO-7400B with Radeon™ R5 Graphics"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.9 GHz"","
,,,"L3 Cache: """""
,,,"},"
,,,{
,,,"Name: ""7th Gen AMD PRO A6-9500B APU"","
,,,"# of CPU Cores: ""2"","
,,,"Max. Boost Clock: ""Up to 3.2 GHz"","
,,,"L3 Cache: """""
